day,bucket_id,price_low,price_high,price_mid,sth_tokens,lth_tokens,exchange_tokens
2024-10-02,12,1.60275018776,1.7053639697400005,1.6540570787500002,0.0,0.0,0.0
2024-10-02,13,1.7053639697400005,1.80797775172,1.7566708607300003,0.0,0.0,0.0
2024-10-02,14,1.80797775172,1.9105915337000003,1.8592846427100005,0.0,0.0,0.0
2024-10-02,15,1.9105915337000003,2.01320531568,1.96189842469,0.0,0.0,0.0
2024-10-02,16,2.01320531568,2.11581909766,2.06451220667,0.0,0.0,0.0
2024-10-02,17,2.11581909766,2.2184328796400004,2.1671259886500005,0.0,0.0,0.0
2024-10-02,18,2.2184328796400004,2.32104666162,2.26973977063,0.0,0.0,0.0
2024-10-02,19,2.32104666162,2.4236604436,2.37235355261,0.0,0.0,0.0
2024-10-02,20,2.4236604436,2.52627422558,2.47496733459,0.0,0.0,0.0
2024-10-02,21,2.52627422558,2.62888800756,2.57758111657,0.0,0.0,0.0
2024-10-02,22,2.62888800756,2.73150178954,2.68019489855,0.0,0.0,0.0
2024-10-02,23,2.73150178954,2.83411557152,2.78280868053,0.0,0.0,0.0
2024-10-02,24,2.83411557152,2.9367293535,2.88542246251,0.0,0.0,0.0
2024-10-02,25,2.9367293535,3.03934313548,2.98803624449,0.0,0.0,0.0
2024-10-02,26,3.03934313548,3.1419569174600004,3.0906500264700005,0.0,0.0,0.0
2024-10-02,27,3.1419569174600004,3.24457069944,3.19326380845,0.0,0.0,0.0
2024-10-02,28,3.24457069944,3.34718448142,3.29587759043,0.0,0.0,0.0
2024-10-02,29,3.34718448142,3.4497982634000004,3.3984913724100005,0.0,0.0,0.0
2024-10-02,30,3.4497982634000004,3.55241204538,3.5011051543900003,0.0,0.0,0.0
2024-10-02,31,3.55241204538,3.65502582736,3.60371893637,0.0,0.0,0.0
2024-10-02,32,3.65502582736,3.75763960934,3.706332718350001,0.0,0.0,0.0
2024-10-02,33,3.75763960934,3.86025339132,3.80894650033,0.0,0.0,0.0
2024-10-02,34,3.86025339132,3.9628671733,3.91156028231,0.0,0.0,0.0
2024-10-02,35,3.9628671733,4.065480955280001,4.014174064290001,144477090.51892912,0.0,70187993.85933283
2024-10-02,36,4.065480955280001,4.168094737260001,4.11678784627,0.0,0.0,0.0
2024-10-02,37,4.168094737260001,4.27070851924,4.219401628250001,0.0,0.0,0.0
2024-10-02,38,4.27070851924,4.37332230122,4.32201541023,0.0,0.0,0.0
2024-10-02,39,4.37332230122,4.475936083200001,4.42462919221,0.0,0.0,0.0
2024-10-02,40,4.475936083200001,4.57854986518,4.527242974190001,0.0,0.0,0.0
2024-10-02,41,4.57854986518,4.68116364716,4.62985675617,0.0,0.0,0.0
2024-10-02,42,4.68116364716,4.783777429140001,4.73247053815,0.0,0.0,0.0
2024-10-02,43,4.783777429140001,4.88639121112,4.835084320130001,0.0,0.0,0.0
2024-10-02,44,4.88639121112,4.9890049931,4.93769810211,0.0,0.0,0.0
2024-10-02,45,4.9890049931,5.091618775080001,5.04031188409,0.0,0.0,0.0
2024-10-02,46,5.091618775080001,5.19423255706,5.142925666070001,0.0,0.0,0.0
2024-10-02,47,5.19423255706,5.29684633904,5.24553944805,0.0,0.0,0.0
2024-10-02,48,5.29684633904,5.399460121020001,5.34815323003,0.0,0.0,0.0
2024-10-02,49,5.399460121020001,5.502073903,5.450767012010001,0.0,0.0,0.0
2024-10-03,0,0.371384804,0.47399858598,0.42269169499,0.0,0.0,0.0
2024-10-03,1,0.47399858598,0.57661236796,0.5253054769700001,0.0,0.0,0.0
